Group,Fandom,Stage Name,Korean Stage Name,Full Name,Date of Birth,Former Group,Instagram
,,,,Badkiz,,,
,,,,4TEN,,,
,,,,15&,,,
,,,,DIA,,,
,,,,EvoL,,,
,,,,Oh My Girl,,,
,,,,f(x),,,
,,,,Red Velvet,,,
,,,,Rainbow,,,
,,,,TWICE,,,
,,,,Tahiti,,,
,,,,Fiestar,,,
,,,,Hello Venus,,,
,,,,Ladies' Code,,,
,,,,Laboum,,,
,,,,Lovelyz,,,
,,,,Wassup,,,
,,,,Gugudan,,,
,,,,Gfriend,,,
,,,,Unicorn,,,
,,,,Berry Good,,,
,,,,BLACKPINK,,,
,,,,F-ve Dolls,,,
,,,,GI,,,
,,,,GLAM,,,
,,,,GP Basic,,,
,,,,Jewelry,,,
,,,,Baby V.O.X,,,
,,,,Mamamoo,,,
,,,,Melody Day,,,
,,,,Minx,,,
,,,,Pungdeng-E,,,
,,,,Tiny-G,,,
,,,,Two X,,,
,,,,Stellar,,,
,,,,SECRET,,,
,,,,Sonamoo,,,
,,,,Rania,,,
,,,,Rubber Soul,,,
,,,,Playback,,,
,,,,SPICA,,,
,,,,Sunny Hill,,,
,,,,Momoland,,,
,,,,Bonus Baby,,,
,,,,myB,,,
,,,,S.E.S,,,
,,,,The Grace,,,
,,,,Mixx,,,
,,,,Loona,,,
,,,,Pristin,,,
,,,,DreamCatcher,,,
,,,,S.I.S,,,
,,,,Weki Meki,,,
,,,,ALICE,,,
,,,,Favorite,,,
,,,,Good Day,,,
,,,,P.O.P,,,
,,,,G-reyish,,,
,,,,CoCoSoRi,,,
,,,,Bolbbalgan4,,,
,,,,Bloomy,,,
,,,,Bulldok,,,
,,,,Highteen,,,
,,,,Matilda,,,
,,,,Dorothy,,,
,,,,OhBliss,,,
,,,,Girls Girls,,,
,,,,O21,,,
,,,,Apple.B,,,
,,,,H.U.B,,,
,,,,Hash Tag,,,
,,,,LipBubble,,,
,,,,Marmello,,,
,,,,fromis_9,,,
,,,,Honey Popcorn,,,
,,,,Girlkind,,,
,,,,(G)I-DLE,,,
,,,,GWSN,,,
,,,,IZ*ONE,,,
,,,,Nature,,,
,,,,Uni.T,,,
,,,,We Girls,,,
,,,,Gawi Bawi Bo,,,
,,,,Cherry Bullet,,,
,,,,Dreamnote,,,
,,,,Cherry On Top,,,
,,,,Saturday,,,
,,,,FLAVOR,,,
,,,,Pink Fantasy,,,
,,,,Heygirls,,,
,,,,ABRY,,,
,,,,Rose Finger,,,
,,,,Destiny,,,
,,,,PURPLEBECK,,,
,,,,Kitten Girls,,,
,,,,Camila,,,
,,,,Sha Sha,,,
,,,,AiRiSu,,,
,,,,Yellow Bee,,,
,,,,Wable,,,
,,,,Busters,,,
,,,,KHAN,,,
,,,,GsA,,,
,,,,Hi Cutie,,,
,,,,Gavy NJ,,,
,,,,I.C.E,,,
,,,,Wanna.B,,,
,,,,Hint,,,
,,,,2EYES,,,
,,,,GeeGu,,,
,,,,A.DE,,,
,,,,ITZY,,,
,,,,Lusty,,,
,,,,Everglow,,,
,,,,BVNDIT,,,
,,,,Episode,,,
,,,,cignature,,,
,,,,Hinapia,,,
,,,,3YE,,,
,,,,Rockit Girl,,,
,,,,Ariaz,,,
,,,,ANS,,,
,,,,HighSchool,,,
,,,,Weeekly,,,
,,,,CRAXY,,,
,,,,KEEMBO,,,
,,,,REDSQUARE,,,
,,,,SECRET NUMBER,,,
,,,,woo!ah!,,,
,,,,API,,,
,,,,FANATICS,,,
,,,,ILUV,,,
,,,,Melody Pink,,,
,,,,Rocket Punch,,,
,,,,ICU,,,
,,,,Bling Bling,,,
,,,,STAYC,,,
,,,,Precious,,,
,,,,XUM,,,
,,,,NeonPunch,,,
,,,,Maka Maka,,,
,,,,Blastar,,,
,,,,BlackSwan,,,
,,,,BOTOPASS,,,
,,,,LUNARSOLAR,,,
,,,,aespa,,,
,,,,AREAL,,,
,,,,TRI.BE,,,
,,,,PIXY,,,
,,,,Purple Kiss,,,
,,,,MAJORS,,,
,,,,PRISMA,,,
,,,,IOI,,,
,,,,ICHILLIN',,,
,,,,Billlie,,,
,,,,VIVIZ,,,
,,,,LIGHTSUM,,,
,,,,PRITTI-G,,,
,,,,Solia,,,
,,,,bugAboo,,,
,,,,SKYLE,,,
,,,,Rumble-G,,,
,,,,NMIXX,,,
,,,,ILY:1,,,
,,,,TRACER,,,
,,,,IVE,,,
,,,,Kep1er,,,
,,,,Hi-L,,,
,,,,H1-KEY,,,
,,,,CLASS:y,,,
,,,,Lapillus,,,
,,,,NewJeans,,,
,,,,FIFTY FIFTY,,,
,,,,LE SSERAFIM,,,
,,,,ARTBEAT v,,,
,,,,CSR,,,
,,,,Girls' World,,,
,,,,IRRIS,,,
,,,,mimiirose,,,
,,,,Queenz Eye,,,
,,,,BABYMONSTER,,,
,,,,We;Na,,,
,,,,tripleS,,,
,,,,ADYA,,,
,,,,LIMELIGHT,,,
,,,,PRIMROSE,,,
,,,,X:IN,,,
,,,,KISS OF LIFE,,,
,,,,Bunny.T,,,
,,,,EL7Z UP,,,
,,,,Loossemble,,,
,,,,YOUNG POSSE,,,
,,,,Geenius,,,
,,,,I'LL-IT,,,
